( common_voice_ca_17374598 "No és aconsellable utilitzar mòduls de reg superiors a quaranta litres per segon.")
( common_voice_ca_17374616 "Bon dia tingui.")
( common_voice_ca_17374617 "La densitat mínima de les antigues plantacions extensives no serà inferior als cent arbres per hectàrea.")
( common_voice_ca_17374626 "Si el projecte genera recursos o materials didàctics se n'haurà d'indicar qui són els autors.")
( common_voice_ca_17374642 "La resolució que resolgui el recurs d'alçada exhaureix la via administrativa.")
( common_voice_ca_17374713 "Gràcies a tots.")
( common_voice_ca_17374742 "Funció: la bobina incorporada al telèfon amplifica el volum del so que arriba a l'auricular.")
( common_voice_ca_17374744 "L'absència d'un vocal es cobreix amb el seu suplent.")
( common_voice_ca_17374776 "I jo?")
( common_voice_ca_17374786 "Qui rebi l'oferta pot matricular-se en el centre o renunciar-hi.")
( common_voice_ca_17374795 "Recollida; tota operació que consisteix a recollir, classificar, agrupar o preparar residus per al seu transport.")
( common_voice_ca_17374805 "Els llits dels barrancs mantenen la qualificació de sòl no urbanitzable d'especial protecció.")
( common_voice_ca_17374972 "Si pel febrer calent estàs, per Pasqua tremolaràs.")
( common_voice_ca_17374973 "Ella!")
( common_voice_ca_17374984 "El vent no té color.")
( common_voice_ca_17375007 "Bulliu els musclos i traieu-los de la clova.")
( common_voice_ca_17375018 "Així, la idea del benefici resta distinta de la del treball.")
( common_voice_ca_17375019 "Queia la vesprada.")
( common_voice_ca_17375037 "Vivim, i veurem coses.")
( common_voice_ca_17375040 "Van callar.")
( common_voice_ca_17376721 "El límit de captures totals de truita arc iris per pescador i dia a les aigües lliures és de sis exemplars.")
( common_voice_ca_17376749 "Hostes vingueren que de casa ens tragueren.")
( common_voice_ca_17376774 "El que precedeix s'aplica a totes les nacions democràtiques.")
( common_voice_ca_17376794 "Arc de Sant Martí al matí, pren capot i segueix ton camí.")
( common_voice_ca_17376812 "No enveges res de ningú, procura guanyar-ho tu.")
( common_voice_ca_17376842 "El Servei de Recursos Humans gestiona de manera centralitzada les despeses de personal.")
( common_voice_ca_17376858 "Es pot comprovar de la seua lectura, doncs, que l'esperit estatutari és, clarament, molt municipalista.")
( common_voice_ca_17377126 "Prestigi de l'equipament, fira, mostra o biennal que acull l'activitat en el circuit professional.")
( common_voice_ca_17377150 "El jutge americà només pot sentenciar quan hi ha litigi.")
( common_voice_ca_17377154 "Frega.")
( common_voice_ca_17377251 "Allà devia néixer la meva afició a la música clàssica que, amb el pas dels anys, he anat abandonant un xic.")
( common_voice_ca_17377253 "Si la boira pastura, aigua segura.")
( common_voice_ca_17377270 "Si plou passada la Mare de Déu del llit, el ramader es fa ric.")
( common_voice_ca_17377276 "Llavors ratlleu-hi les tomates i feu-ho coure uns vint minuts més.")
( common_voice_ca_17377618 "Per això, ofereix una major capacitat i condicions òptimes per oferir un servei de qualitat.")
( common_voice_ca_17377631 "Va tornar a arronsar les espatlles.")
( common_voice_ca_17377850 "També manifestaran que es comprometen a prestar el preceptiu jurament o promesa.")
( common_voice_ca_17377960 "Ara aquests dos homes ja no es coneixen.")
( common_voice_ca_17377963 "Rectifiqueu de sal si convé i serviu-ho calent.")
( common_voice_ca_17378036 "Tramitar els suggeriments i queixes que afecten matèries pròpies.")
( common_voice_ca_17378055 "En qualsevol cas, i torna el lament, és farina.")
( common_voice_ca_17378167 "En el gran mar, gran peix.")
( common_voice_ca_17378191 "Als tercers espais la conversa és l'activitat principal.")
( common_voice_ca_17378301 "Coordinen, supervisen i integren tasques heterogènies i ordenen el treball d'un conjunt de col·laboradors.")
( common_voice_ca_17378520 "El juny fred mata l'esplet.")
( common_voice_ca_17378741 "La segona part consistirà en l'exposició oral d'un projecte d'investigació.")
( common_voice_ca_17378771 "Si plou pel febrer, tot va bé.")
( common_voice_ca_17378818 "Aigüeta que fa camí, perquè persevera i prodiga saó als bancals.")
( common_voice_ca_17378825 "Caldrà maldar de valent per superar aquests obstacles per la via dels vots o de la pressió directa.")
( common_voice_ca_17378830 "Érem al temps de l'autarquia i no va quedar clar si el sucre fou de contraban.")
( common_voice_ca_17378868 "El febrer, nou cares té.")
( common_voice_ca_17378880 "Més tard o més matiner, Carnestoltes, dins del febrer.")
( common_voice_ca_17378882 "Lluna que en nàixer es tapa, mariner agafa la capa.")
( common_voice_ca_17378902 "Quan parlo, la llengua manejo.")
( common_voice_ca_17378993 "Que feliç estava!")
( common_voice_ca_17378994 "Forma part de l'edifici situat a Gerri de la Sal, amb entrada per carrer Sant Sebastià.")
( common_voice_ca_17379366 "Pot ser viuda antiga o fadrina.")
( common_voice_ca_17379392 "Ocell de bosc, agafa'l quan pugues.")
( common_voice_ca_17379393 "El noi va assentir.")
( common_voice_ca_17379412 "Aquesta idea finalment no fou possible.")
( common_voice_ca_17379427 "Moltíssimes gràcies.")
( common_voice_ca_17379848 "Fins ara.")
( common_voice_ca_17380026 "Calia veure les precaucions que una astúcia recelosa feia adoptar a la pobra gent.")
( common_voice_ca_17380027 "El matxo vell no tira però ho entén.")
( common_voice_ca_17380044 "Participa en els estudis de demanda i satisfacció dels usuaris.")
( common_voice_ca_17380072 "Aquests incidents entraven en la diversió: passaven cada any.")
( common_voice_ca_17380087 "El tribunal declararà aprovat l'aspirant que més puntuació haja obtingut.")
( common_voice_ca_17380117 "Bona mare cria bona filla.")
( common_voice_ca_17380119 "Abans de dir que sí, pregunta-ho al coixí.")
( common_voice_ca_17380235 "Més val verd per a mi que madur per als altres.")
( common_voice_ca_17380245 "Ara era un home.")
( common_voice_ca_17380334 "Però Canyamel, amb una cabuderia de xiquet, repetia les amenaces.")
( common_voice_ca_17380809 "Era un mosaic animat, on entraven tots els colors i que en agitar-se variava de composició.")
( common_voice_ca_17381509 "En la paret de la cuina falta una part per entaulellar.")
( common_voice_ca_17381513 "Per Sant Tomàs, agafa el porc del nas.")
( common_voice_ca_17381560 "El comerciant era irresistible quan es llançava a parlar del proïsme.")
( common_voice_ca_17381629 "Volia callar?")
( common_voice_ca_17381685 "La meua escassa predisposició a viatjar requereix un calendari de suaus temperatures per a posar-me en camí.")
( common_voice_ca_17381734 "Haurà de constar la relació del personal que participarà en el projecte i la seua comesa.")
( common_voice_ca_17381817 "Qui creu el bastó, té el bastó per mestre.")
( common_voice_ca_17381820 "Fer i desfer és treballar per al diable.")
( common_voice_ca_17382204 "Els prego, doncs, que s'eximeixi de la seva lectura.")
( common_voice_ca_17382290 "La Unió existeix principalment en la llei que la va crear.")
( common_voice_ca_17382356 "Quan per Sant Jordi gela, mal any de peres.")
( common_voice_ca_17382531 "Consell de caputxí: no menges sense vi.")
( common_voice_ca_17383089 "També ell sentia l'enyor d'un pomell de roses de maig de sa tia Isabel.")
( common_voice_ca_17383091 "Clar!")
( common_voice_ca_17383116 "Vols ton fill bo? Sigues tu millor.")
( common_voice_ca_17383530 "Era un fantasma enorme, greixós i tremolenc, que amb la seua presència entristia els parroquians.")
( common_voice_ca_17383572 "Almenys no el trobe en l'entorn que m'és més proper i familiar.")
( common_voice_ca_17383589 "És ben senzill.")
( common_voice_ca_17383609 "També té uns certs tocs de cuina francesa.")
( common_voice_ca_17383667 "L'ús d'aquest tipus de fangs provoca l'entrada d'espècies al·lòctones a les pròpies de l'ecosistema.")
( common_voice_ca_17383677 "El tema de l'alegria és un tema instrumental amb un disseny melòdic descendent i un caràcter rítmic incisiu.")
( common_voice_ca_17385043 "Sant Anton treu la boira del món.")
( common_voice_ca_17385200 "El meu germà és capaç de menjar de mala gana si veu ací el que ell anomena luxes.")
( common_voice_ca_17385248 "En cas de no presentar-se o no acceptar-se cap al·legació, reclamació o esmena la llista esdevindrà definitiva.")
( common_voice_ca_17385257 "Són els antecedents de les lleis d'estabilitat pressupostària aprovades a l'Estat espanyol a partir de l'any dos mil u.")
( common_voice_ca_17385324 "Persones amb limitació greu de la flexió de maluc o genoll que necessiten un seient partit.")
( common_voice_ca_17385416 "Es pararà el cronòmetre quan travessi la línia d'arribada.")
( common_voice_ca_17385480 "Estava sola.")
( common_voice_ca_17385523 "Quan es cansara començaria ella.")
( common_voice_ca_17385526 "En conclusió, l'apartat u de l'article onze de la Llei deu de dos mil quinze no és contrari a la Constitució ni a l'Estatut.")
( common_voice_ca_17385531 "No hi ha res de dolent per a l'autogovern dels valencians en aquesta formulació.")
( common_voice_ca_17385633 "L'amor entra pels ulls.")
( common_voice_ca_17385659 "I si aconseguia tancar-se en la seua mentida, salvant el cap, què guanyava amb açò?")
( common_voice_ca_17385678 "Peix fora de l'aigua, peix mort.")
( common_voice_ca_17385697 "L'arc de Sant Martí a migdia, pluja tot el dia.")
( common_voice_ca_17385767 "Almenys que la mullena sigui als peus.")
( common_voice_ca_17385917 "La Taula podrà sol·licitar la presència de l'inspector de la zona, quan ho consideri oportú.")
( common_voice_ca_17385950 "La documentació gràfica haurà de ser objecte de refosa, llevat que això no fóra tècnicament possible.")
( common_voice_ca_17385997 "El seu règim de funcionament serà el mateix que el de les meses de la seu central.")
( common_voice_ca_17386020 "L'adjudicatari facturarà amb caràcter mensual i mesos vençuts.")
( common_voice_ca_17386054 "L'arc de Sant Martí al matí, aixeca't el caputxí.")
( common_voice_ca_17386115 "Tanta supèrbia de verd aplega al jardí.")
( common_voice_ca_17386271 "Al contrari.")
( common_voice_ca_17386311 "Coordinar la gestió administrativa dels centres que imparteixen educació no presencial.")
( common_voice_ca_17394182 "El voluntariat i la solidaritat són dos dels aspectes més importants de la festa.")
( common_voice_ca_17394224 "Asseu-te damunt de mi i podràs veure tot allò que vulgues sense haver de moure les ales.")
( common_voice_ca_17394250 "Sempre que entrava a l'habitació me'l mirava i em feia pena.")
( common_voice_ca_17394283 "Detectarà les dificultats dels projectes a través del seguiment administratiu i financer.")
( common_voice_ca_17394288 "Si d'hivern trona, l'anyada és bona.")
( common_voice_ca_17394292 "Té l'accés per mitjà d'ascensor i caixa de l'escala carrer Sant Pere, números cent tres i cent cinc escala B.")
( common_voice_ca_17394315 "Quin estrany caprici de la fortuna, certament!")
( common_voice_ca_17394345 "Talleu els pebrots a talls petits.")
( common_voice_ca_17395088 "La quantitat que forme la banca serà necessàriament limitada en la modalitat de banca limitada.")
( common_voice_ca_17396609 "El fill del barber el sagnen de franc.")
( common_voice_ca_17396687 "Fa oposicions i va a la sarsuela.")
( common_voice_ca_17397739 "Pareixia que els dos habitants de la barraca s'havien penjat del sostre.")
( common_voice_ca_17397764 "Som bàrbars que jutgem inútils les arts.")
( common_voice_ca_17399046 "La definició és certament complexa.")
( common_voice_ca_17399057 "En el cas que el sol·licitant sigui una entitat sense ànim de lucre, estar inscrit en el registre corresponent.")
( common_voice_ca_17399266 "Sant Blai gloriós, deixa el meu xiquet i endús-te la tos.")
( common_voice_ca_17399508 "Supervisa el manteniment d'embassaments.")
( common_voice_ca_17399552 "La potència d'explotació és de quaranta-sis metres en la zona u, trenta-nou metres en la zona dos i trenta-set metres en la zona tres.")
( common_voice_ca_17399568 "L'espai intermedi només va ser poblat més tard.")
( common_voice_ca_17399569 "L'alçament d'actes tindrà lloc els pròxims dies vint-i-set, vint-i-huit, vint-i-nou i trenta de setembre de dos mil deu i quatre d'octubre de dos mil deu.")
( common_voice_ca_17399577 "Arreplega els meus sons i els transforma en sons i paraules que tu coneixes.")
( common_voice_ca_17399585 "Supervisa les obres de rehabilitació i millora en els habitatges administrats i gestionats per l'Agència.")
( common_voice_ca_17399587 "Alguna vegada anàvem a berenar a can Xifra, a Cartellà, en bicicleta.")
( common_voice_ca_17399639 "Hi havia un projecte que tenia el ferrer del poble i que havia parlat amb el pare.")
( common_voice_ca_17399646 "En casos d'urgència justificada podrà convocar-se la sessió amb una antelació no inferior a vint-i-quatre hores.")
( common_voice_ca_17399892 "Realitza el registre de l'imprès, identificant i organitzant el funcionament de les guies frontals i lateral.")
( common_voice_ca_17399964 "Figura't tu!")
( common_voice_ca_17400030 "A més a més, he aprés un poema que parla de la pols del camí.")
( common_voice_ca_17400054 "La mare, amb la mania d'embellir-se que li havia agafat a última hora, era una calamitat per a les xiquetes.")
( common_voice_ca_17400133 "La concurrència era la de sempre.")
( common_voice_ca_17400307 "Ca de mariner i gallina de soldat, no preguntes mai quant han costat.")
( common_voice_ca_17400328 "Els llavis li tremolaven.")
( common_voice_ca_17400333 "L'explotació disposa d'una tanca perimetral, un arc de desinfecció i un gual sanitari.")
( common_voice_ca_17400509 "Qui no menja per haver menjat no va errat.")
( common_voice_ca_17400520 "M'afiguro un home actiu, il·lustrat, lliure, acomodat, ple de desitjos.")
( common_voice_ca_17400536 "No, gràcies.")
( common_voice_ca_17400564 "Llavors aboqueu-hi la llet i deixeu-ho bullir entre cinc i set minuts perquè agafi gust.")
( common_voice_ca_17400575 "Aquesta enumeració no és limitadora.")
( common_voice_ca_17400598 "La partida pressupostària corresponent a aquesta despesa és la D.")
( common_voice_ca_17400626 "Va ser així.")
( common_voice_ca_17400696 "Pobret! murmuraven totes.")
( common_voice_ca_17400754 "Quan les peres siguin cuites, apagueu el foc i deixeu-les refredar.")
( common_voice_ca_17400912 "En conjunt, l'impacte és negatiu d'intensitat baixa, encara que compatible amb les mesures proposades.")
( common_voice_ca_17400984 "Ull per ull, dent per dent.")
( common_voice_ca_17401045 "També pot ser indirecta.")
( common_voice_ca_17401048 "El mandant té acció directa contra la persona o persones a les quals s'ha transmès l'execució del mandat.")
( common_voice_ca_17401050 "S'alça la sessió.")
( common_voice_ca_17401109 "Què fas?")
( common_voice_ca_17401111 "A la mateixa cassola poseu la ceba picada i feu-la coure uns quinze minuts.")
( common_voice_ca_17401113 "Una Castella ampliada en la qual els valencians jugarem alhora el paper de convidat de pedra i ostatge.")
( common_voice_ca_17401122 "Quan un grill canta a la llar de foc, a la casa hi porta sort.")
( common_voice_ca_17401149 "D'ací a unes quantes setmanes jo mateixa et donaré lliçons de vol.")
( common_voice_ca_17401193 "Pluja pel gener, blat a la sitja i vi al celler.")
( common_voice_ca_17403560 "És clar el plantejament: qüestió de prioritats.")
( common_voice_ca_17403786 "Uns minuts abans de retirar-ho del foc, tireu-hi la picada d'all i julivert i rectifiqueu de sal.")
( common_voice_ca_17403818 "És una ordre.")
( common_voice_ca_17403831 "Però va ser la ruïna de la societat feudal qui li obrí aquesta ruta.")
( common_voice_ca_17404390 "Disposarà d'un llavamans amb post i aixeta de fàcil accionament.")
( common_voice_ca_17404392 "Llit de boga i pa florit, mal de ventre tot seguit.")
( common_voice_ca_17404606 "Pel que fa a l'experiència adquirida en el sector privat, també han de constar les funcions acomplertes.")
( common_voice_ca_17404768 "La documentació remesa consta de projecte d'explotació, projecte de restauració i estudi d'impacte ambiental.")
( common_voice_ca_17404828 "La manca de resolució dins el termini indicat tindrà efectes de silenci administratiu de caràcter afirmatiu.")
( common_voice_ca_17404830 "En aquesta diagnosi caldrà identificar els punts febles de la gestió actual del servei de recollida de residus.")
( common_voice_ca_17404849 "Ho sé, ho sé, he, he, he.")
( common_voice_ca_17404859 "El llaurador erra si aparta els ulls de la terra.")
( common_voice_ca_17404887 "No és tan difícil.")
( common_voice_ca_17404890 "Aquests impactes són de caràcter temporal i finalitzen en acabar la fase d'obres.")
( common_voice_ca_17404913 "A foc, rei i religió, no els poses condició.")
( common_voice_ca_17404986 "M'és igual.")
( common_voice_ca_17405007 "Se situa a la divisòria d'aigües que segueix a partir de la Creueta cap al sud.")
( common_voice_ca_17405014 "Sant Climent porta l'hivern.")
( common_voice_ca_17405024 "Com el fill d'en Perot, que ensenyava a fer culleres a son pare.")
( common_voice_ca_17405166 "L'origen dels residus és del tot incert.")
( common_voice_ca_17405184 "Caldrà especificar en el document d'ingrés a quina prova selectiva correspon.")
( common_voice_ca_17405216 "Executen els mateixos treballs que els de primera, però sense arribar a la perfecció exigible a aquells.")
( common_voice_ca_17405333 "Moltes gotes fan bassa.")
( common_voice_ca_17405411 "Taxa de llicències d'auto taxi i altres vehicles de lloguer.")
( common_voice_ca_17405435 "Al compare, botifarra; al padrí, un porró de vi.")
( common_voice_ca_17405552 "Déu ajuda a qui s'ajuda.")
( common_voice_ca_17406434 "A més, promourà la proporcionalitat i la uniformitat de les retribucions als municipis de la Comunitat Valenciana.")
( common_voice_ca_17406437 "Hi van entrar.")
( common_voice_ca_17407551 "Val més manya que força.")
( common_voice_ca_17407612 "Dóna i té, i faràs bé.")
( common_voice_ca_17407613 "Preparen una bassa d'aigua molt neta i al voltant amaguen uns filats.")
( common_voice_ca_17407649 "Cal usar la taula set per a exposar la incidència comparada d'efectes adversos.")
( common_voice_ca_17407655 "Així mateix, caldria afegir el tòpic de la mort i la resurrecció.")
( common_voice_ca_17408173 "No he observat que fos així.")
( common_voice_ca_17408252 "Si treballes, menjaràs; i si no, dejunaràs.")
( common_voice_ca_17408470 "Faran la prova mèdica en cas de ser cridats per ser contractats.")
( common_voice_ca_17408546 "A més, valencianisme com a concepte és un terme inclusiu.")
( common_voice_ca_17408548 "Van arribar a una gran mallada, sense endevinar en quin lloc eren de la interminable selva.")
( common_voice_ca_17409076 "Dissenya el sistema d'auditoria del model d'acreditació.")
( common_voice_ca_17409081 "Si sa bèstia no té set, belles ganes de xiular.")
( common_voice_ca_17409086 "Del vell, trau el que pugues d'ell.")
( common_voice_ca_17409102 "És a dir, apuntats amb un valor de compra inicial que no es correspon al valor de venda en el mercat actual.")
( common_voice_ca_17409127 "Calia estar molt motivat per a començar a pujar muntanyes després de missa, amb aquella calor.")
( common_voice_ca_17409146 "Home valent i bóta de vi, aviat s'acaben.")
( common_voice_ca_17409184 "Poc més de dos mesos resten fins a les eleccions del vint-i-quatre de maig.")
( common_voice_ca_17410629 "Quan sigui rossa, al cap d'uns quinze minuts, piqueu o ratlleu les tomates i afegiu-les juntament amb el bacallà.")
( common_voice_ca_17413068 "Aigua corrent no mata la gent i aigua aturada alguna vegada.")
( common_voice_ca_17413522 "Certificació de final d'obra, o pressupost signat pel contractista en cas de no ser necessari assumeix tècnic.")
( common_voice_ca_17416528 "Contesta.")
( common_voice_ca_17419431 "Demà!")
( common_voice_ca_17420313 "Depèn de les circumstàncies que es mostren com són.")
( common_voice_ca_17421717 "Tot i això, es recomana emplenar el formulari d'inscripció a efectes organitzatius.")
( common_voice_ca_17423576 "Sens dubte, esteu fent una feina increïble que no podeu imaginar l'abast que té.")
( common_voice_ca_17423579 "Es va empassar la saliva.")
( common_voice_ca_17423704 "No cal dir que ambdós moviments tenen una especial rellevància en l'àmbit polític d'ambdues comunitats autònomes.")
( common_voice_ca_17425753 "Els ninots ferms i en peu cremaven com grans torxes amb un inquiet plomatge de flames.")
( common_voice_ca_17425820 "El català, igual que altres llengües minoritzades, ha anat superant obstacles.")
( common_voice_ca_17425952 "Mata més el febrer que el carnisser.")
( common_voice_ca_17426272 "L'autorització municipal serà personal, però es pot cedir o transmetre.")
( common_voice_ca_17427660 "Abans de treure-ho del foc, rectifiqueu de sal si és necessari.")
( common_voice_ca_17427740 "I també, per a embolicar més la cosa, en alguns llocs ja no pertany al sexe mascle i agafa el femení de síndria.")
( common_voice_ca_17428281 "Què estava passant?")
( common_voice_ca_17428327 "Comprèn?")
( common_voice_ca_17428386 "Fins que aparegué Núvol-Blau convidant-me a fer aquest fabulós viatge.")
( common_voice_ca_17428412 "Hem vist, a més, de quina manera s'havien fundat les colònies.")
( common_voice_ca_17428510 "I al mateix temps mirava al darrere, veient amb goig que el vianant inoportú havia desaparegut.")
( common_voice_ca_17428712 "Els malalts es tornen com les criatures.")
( common_voice_ca_17429382 "Ets aquí?")
( common_voice_ca_17429428 "També el seu germà desertava.")
( common_voice_ca_17429439 "Subministrament de tres cotxes patrulla policia local i un cotxe institucional.")
( common_voice_ca_17429440 "On va Manel? On hi ha mel.")
( common_voice_ca_17429472 "Aplica tècniques de gestió de conflictes i resolució de problemes, interpretant les pautes d'actuació establertes.")
( common_voice_ca_17429523 "En el cas que finalment no puguin participar per causes de força major es retornarà l'import que hagin abonat.")
( common_voice_ca_17430979 "Si aquesta mena d'aproximació es fa des del plaent enyor, sol quedar en el lector un paladar de caramel de menta.")
( common_voice_ca_17430981 "Vianda forta, s'ofega amb vi.")
( common_voice_ca_17432370 "El quinze de gener de dos mil u nasqué la Viquipèdia i el setze de març del mateix any ho féu la Viquipèdia en català.")
( common_voice_ca_17432371 "Funcions que suposen integració, coordinació i supervisió de tasques homogènies.")
( common_voice_ca_17432516 "Qui té la paella pel mànec, fa anar l'oli on vol.")
( common_voice_ca_17432521 "Ja que en aquell moment el web era un fenomen absolutament minoritari, centrat en els ambients universitaris.")
( common_voice_ca_17433216 "Millores en la compatibilitat amb formats del Microsoft Office.")
( common_voice_ca_17433613 "Cal tindre amics fins en l'infern.")
( common_voice_ca_17433627 "Bé.")
( common_voice_ca_17433865 "Comprèn una superfície de cinquanta-nou mil cinc-cents cinquanta metres.")
( common_voice_ca_17433897 "És una societat cohesionada.")
( common_voice_ca_17442251 "De lladre d'un ou, a lladre d'un bou.")
( common_voice_ca_17443126 "Us preguem paciència.")
( common_voice_ca_17444394 "Si tens ganes de morir, sopa bona cosa i vés-te'n a dormir.")
( common_voice_ca_17444649 "La Mireia s'encarrega d'assignar els fitxers de text a traduir.")
( common_voice_ca_17444769 "Com ja avançàvem en el primer capítol, són els anys més «especulatius» de la seva producció musical.")
( common_voice_ca_17444847 "Per Sant Joan les olives són com grans de sal; i, per Sant Pere, com grans de pebre.")
( common_voice_ca_17446362 "Núvia amb cabells blancs fa Carnestoltes.")
( common_voice_ca_17449008 "Hivern plujós, estiu perillós.")
( common_voice_ca_17449016 "Mala sort.")
( common_voice_ca_17449019 "Ja no es podia lluitar contra ella.")
( common_voice_ca_17449055 "Era això un enamorat de debò?")
( common_voice_ca_17449057 "Ho apunti, que ja passaran passat l'estiu.")
( common_voice_ca_17449071 "Hi trobava negoci per a tot l'any, que el compensava de la decadència del contraban.")
( common_voice_ca_17449074 "I cadascú va a allò que més li interessa i investiga allò que més l'atrau.")
( common_voice_ca_17449095 "Quan es naix pobre, la peresa és el crim.")
( common_voice_ca_17449100 "Comunitat Valenciana.")
( common_voice_ca_17449121 "Crec que va ser la primera aproximació a la mort que vaig tenir.")
( common_voice_ca_17449280 "Abelles beneïdes, sants abellars, donen mel als homes i ciris als altars.")
( common_voice_ca_17449290 "Una còpiapiratejad igual a una còpia venuda.")
